Year,Jurisdiction,Gender,Average scale score
2022,National,Male,275.0
2022,National,Female,273.0
2022,Alabama,Male,265.0
2022,Alabama,Female,264.0
2022,Alaska,Male,271.0
2022,Alaska,Female,268.0
2022,Arizona,Male,272.0
2022,Arizona,Female,270.0
2022,Arkansas,Male,268.0
2022,Arkansas,Female,266.0
2022,California,Male,270.0
2022,California,Female,269.0
2022,Colorado,Male,276.0
2022,Colorado,Female,274.0
2022,Connecticut,Male,278.0
2022,Connecticut,Female,275.0
2022,Delaware,Male,265.0
2022,Delaware,Female,263.0
2022,Florida,Male,272.0
2022,Florida,Female,270.0
2022,Georgia,Male,273.0
2022,Georgia,Female,270.0
2022,Hawaii,Male,270.0
2022,Hawaii,Female,270.0
2022,Idaho,Male,283.0
2022,Idaho,Female,281.0
2022,Illinois,Male,278.0
2022,Illinois,Female,273.0
2022,Indiana,Male,279.0
2022,Indiana,Female,278.0
2022,Iowa,Male,278.0
2022,Iowa,Female,276.0
2022,Kansas,Male,273.0
2022,Kansas,Female,271.0
2022,Kentucky,Male,269.0
2022,Kentucky,Female,269.0
2022,Louisiana,Male,266.0
2022,Louisiana,Female,265.0
2022,Maine,Male,274.0
2022,Maine,Female,271.0
2022,Maryland,Male,268.0
2022,Maryland,Female,269.0
2022,Massachusetts,Male,284.0
2022,Massachusetts,Female,283.0
2022,Michigan,Male,275.0
2022,Michigan,Female,271.0
2022,Minnesota,Male,281.0
2022,Minnesota,Female,279.0
2022,Mississippi,Male,266.0
2022,Mississippi,Female,265.0
2022,Missouri,Male,274.0
2022,Missouri,Female,270.0
2022,Montana,Male,278.0
2022,Montana,Female,277.0
2022,Nebraska,Male,281.0
2022,Nebraska,Female,278.0
2022,Nevada,Male,271.0
2022,Nevada,Female,268.0
2022,New Hampshire,Male,281.0
2022,New Hampshire,Female,276.0
2022,New Jersey,Male,282.0
2022,New Jersey,Female,280.0
2022,New Mexico,Male,260.0
2022,New Mexico,Female,258.0
2022,New York,Male,275.0
2022,New York,Female,273.0
2022,North Carolina,Male,273.0
2022,North Carolina,Female,274.0
2022,North Dakota,Male,280.0
2022,North Dakota,Female,277.0
2022,Ohio,Male,276.0
2022,Ohio,Female,276.0
2022,Oklahoma,Male,265.0
2022,Oklahoma,Female,263.0
2022,Oregon,Male,272.0
2022,Oregon,Female,268.0
2022,Pennsylvania,Male,276.0
2022,Pennsylvania,Female,272.0
2022,Rhode Island,Male,271.0
2022,Rhode Island,Female,269.0
2022,South Carolina,Male,269.0
2022,South Carolina,Female,269.0
2022,South Dakota,Male,282.0
2022,South Dakota,Female,281.0
2022,Tennessee,Male,271.0
2022,Tennessee,Female,273.0
2022,Texas,Male,275.0
2022,Texas,Female,270.0
2022,Utah,Male,286.0
2022,Utah,Female,279.0
2022,Vermont,Male,276.0
2022,Vermont,Female,277.0
2022,Virginia,Male,280.0
2022,Virginia,Female,278.0
2022,Washington,Male,279.0
2022,Washington,Female,272.0
2022,West Virginia,Male,261.0
2022,West Virginia,Female,260.0
2022,Wisconsin,Male,283.0
2022,Wisconsin,Female,279.0
2022,Wyoming,Male,281.0
2022,Wyoming,Female,280.0
2019,National,Male,282.0
2019,National,Female,282.0
2019,Alabama,Male,267.0
2019,Alabama,Female,270.0
2019,Alaska,Male,277.0
2019,Alaska,Female,272.0
2019,Arizona,Male,279.0
